BuildingType,Latitude,NumberofBuildings,GHGEmissionsIntensity,TotalGHGEmissions,PropertyGFATotal,PrimaryPropertyType,YearBuilt,Neighborhood,Longitude,NumberofFloors,LargestPropertyUseType,ENERGYSTARScore
Multifamily LR (1-4),47.54262,1,0.24,6.12,25174,Low-Rise Multifamily,1967,SOUTHEAST,-122.27324,3,Multifamily Housing,22
Multifamily LR (1-4),47.54303,1,0.23,11.84,52228,Low-Rise Multifamily,1983,SOUTHEAST,-122.27418,4,Multifamily Housing,43
Multifamily LR (1-4),47.54365,1,0.19,4.21,22195,Low-Rise Multifamily,1960,SOUTHWEST,-122.38766,3,Multifamily Housing,67
Multifamily LR (1-4),47.54371,1,0.3,7.21,23664,Low-Rise Multifamily,1977,DELRIDGE,-122.37605,3,Multifamily Housing,24
Multifamily LR (1-4),47.54411,1,0.38,13.09,34544,Low-Rise Multifamily,1991,SOUTHWEST,-122.38762,4,Multifamily Housing,75
Multifamily LR (1-4),47.54542,1,0.17,25.11,144682,Senior Care Community,2008,DELRIDGE,-122.3734,3,Senior Care Community,96
Multifamily LR (1-4),47.54557,1,0.24,10.44,43752,Low-Rise Multifamily,1961,SOUTHEAST,-122.27438,3,Multifamily Housing,32
Multifamily LR (1-4),47.5459,1,0.16,9.48,60270,Low-Rise Multifamily,1968,SOUTHEAST,-122.27507,3,Multifamily Housing,75
Multifamily LR (1-4),47.54634,1,0.8,44.97,56334,Low-Rise Multifamily,2006,DELRIDGE,-122.37349,4,Multifamily Housing,76
Multifamily LR (1-4),47.54635,1,0.18,9.89,54871,Low-Rise Multifamily,1987,SOUTHWEST,-122.38691,4,Multifamily Housing,63
Multifamily LR (1-4),47.54685,1,0.22,5.45,24371,Low-Rise Multifamily,1979,SOUTHWEST,-122.37676,3,Multifamily Housing,10
Multifamily LR (1-4),47.5472,1,0.23,6.27,27320,Low-Rise Multifamily,1969,SOUTHEAST,-122.27633,3,Multifamily Housing,63
Multifamily LR (1-4),47.54731,,,,29357,Low-Rise Multifamily,1992,SOUTHWEST,-122.38656,4,"",75
Multifamily LR (1-4),47.54732,1,0.17,4.91,28645,Low-Rise Multifamily,1991,SOUTHWEST,-122.38753,4,Multifamily Housing,75
Multifamily LR (1-4),47.54733,1,0.19,7.83,42169,Low-Rise Multifamily,2006,DELRIDGE,-122.37377,3,Multifamily Housing,55
Multifamily LR (1-4),47.5488,1,0.28,52.73,191330,Low-Rise Multifamily,1964,SOUTHEAST,-122.28606,3,Multifamily Housing,54
Multifamily LR (1-4),47.549,1,2.13,60.18,28260,Low-Rise Multifamily,1914,GREATER DUWAMISH,-122.31701,2,Multifamily Housing,75
Multifamily LR (1-4),47.54914,1,0.15,4.39,30080,Low-Rise Multifamily,1989,SOUTHWEST,-122.38758,3,Multifamily Housing,85
Multifamily LR (1-4),47.54969,1,0.26,17.83,67313,Low-Rise Multifamily,1993,DELRIDGE,-122.36408,3,Multifamily Housing,36
Multifamily LR (1-4),47.55044,1,0.54,17.3,32038,Low-Rise Multifamily,2005,GREATER DUWAMISH,-122.28815,4,Multifamily Housing,52
Multifamily LR (1-4),47.55058,1,0.22,4.42,20010,Low-Rise Multifamily,1968,SOUTHWEST,-122.38675,3,Multifamily Housing,69
Multifamily LR (1-4),47.55122,1,0.19,4.56,23932,Low-Rise Multifamily,1980,SOUTHWEST,-122.3877,4,Multifamily Housing,75
Multifamily LR (1-4),47.55193,1,0.17,4.45,26873,Low-Rise Multifamily,1966,SOUTHWEST,-122.38662,4,Multifamily Housing,75
Multifamily LR (1-4),47.55231,1,0.16,3.77,24180,Low-Rise Multifamily,1969,SOUTHWEST,-122.38753,3,Multifamily Housing,64
Multifamily LR (1-4),47.55238,1,2.63,73.39,27950,Low-Rise Multifamily,2013,DELRIDGE,-122.36266,4,Multifamily Housing,42
Multifamily LR (1-4),47.55304,1,0.18,3.63,20000,Low-Rise Multifamily,2002,DELRIDGE,-122.3633,3,Multifamily Housing,89
Multifamily LR (1-4),47.5536,1,0.15,4.16,27119,Low-Rise Multifamily,1999,DELRIDGE,-122.36338,3,Multifamily Housing,75
Multifamily LR (1-4),47.55401,1,0.57,20.67,36383,Low-Rise Multifamily,2001,GREATER DUWAMISH,-122.31379,3,Multifamily Housing,75
Multifamily LR (1-4),47.55455,1,3.03,132.7,43732,Low-Rise Multifamily,2008,SOUTHEAST,-122.2814,4,Multifamily Housing,33
Multifamily LR (1-4),47.55512,1,0.26,7.39,27984,Low-Rise Multifamily,1963,SOUTHEAST,-122.28161,3,Multifamily Housing,25
Multifamily LR (1-4),47.55609,1,0.23,6.89,30216,Low-Rise Multifamily,1969,SOUTHEAST,-122.28651,3,Multifamily Housing,53
Multifamily LR (1-4),47.55667,1,0.16,5.33,34142,Low-Rise Multifamily,1980,SOUTHWEST,-122.3874,4,Multifamily Housing,79
Multifamily LR (1-4),47.55801,1,0.17,5.03,29811,Low-Rise Multifamily,1958,SOUTHWEST,-122.38651,3,Multifamily Housing,69
Multifamily LR (1-4),47.55807,1,0.17,4.64,26528,Low-Rise Multifamily,1967,SOUTHWEST,-122.38715,4,Multifamily Housing,75
Multifamily LR (1-4),47.55829,1,0.21,5.15,24664,Low-Rise Multifamily,1986,SOUTHWEST,-122.3811,3,Multifamily Housing,63
Multifamily LR (1-4),47.55857,2,0.18,3.92,21596,Low-Rise Multifamily,1957,SOUTHWEST,-122.38186,2,Multifamily Housing,77
Multifamily LR (1-4),47.55901,1,0.17,4.77,27922,Low-Rise Multifamily,1980,SOUTHWEST,-122.38114,3,Multifamily Housing,81
Multifamily LR (1-4),47.5596,1,0.18,13.85,79052,Low-Rise Multifamily,1987,SOUTHWEST,-122.38459,3,Multifamily Housing,75
Multifamily LR (1-4),47.56001,1,0.91,25.93,28560,Low-Rise Multifamily,2007,SOUTHWEST,-122.38856,4,Multifamily Housing,75
Multifamily LR (1-4),47.56079,1,0.12,2.67,21581,Low-Rise Multifamily,1988,SOUTHWEST,-122.3766,4,Multifamily Housing,75
Multifamily LR (1-4),47.56126,1,0.15,3.23,21239,Low-Rise Multifamily,1925,SOUTHWEST,-122.38713,3,Multifamily Housing,75
Multifamily LR (1-4),47.56131,1,0.15,8.38,54300,Low-Rise Multifamily,2005,GREATER DUWAMISH,-122.29483,4,Multifamily Housing,84
Multifamily LR (1-4),47.56178,1,0.17,3.54,20407,Low-Rise Multifamily,1989,SOUTHWEST,-122.3891,4,Multifamily Housing,73
Multifamily LR (1-4),47.56183,1,0.11,6.64,58035,Low-Rise Multifamily,2005,GREATER DUWAMISH,-122.29564,3,Multifamily Housing,98
Multifamily LR (1-4),47.56185,1,0.75,66.37,88449,Low-Rise Multifamily,2010,SOUTHEAST,-122.29363,4,Multifamily Housing,75
Multifamily LR (1-4),47.56194,1,0.7,18.42,26280,Low-Rise Multifamily,1969,SOUTHWEST,-122.38919,4,Multifamily Housing,81
Multifamily LR (1-4),47.56198,1,1.21,40.96,33852,Low-Rise Multifamily,1995,SOUTHWEST,-122.38978,4,Multifamily Housing,88
Multifamily LR (1-4),47.56234,1,0.56,44.61,80155,Low-Rise Multifamily,2004,GREATER DUWAMISH,-122.29469,4,Multifamily Housing,91
Multifamily LR (1-4),47.56245,1,0.15,4.28,29351,Low-Rise Multifamily,1963,SOUTHWEST,-122.37658,4,Multifamily Housing,80
Multifamily LR (1-4),47.56245,1,0.26,6.33,23983,Low-Rise Multifamily,1960,SOUTHWEST,-122.37699,2,Multifamily Housing,39
Multifamily LR (1-4),47.56294,1,1.11,57.03,51405,Low-Rise Multifamily,2006,GREATER DUWAMISH,-122.29524,4,Multifamily Housing,55
Multifamily LR (1-4),47.56337,1,0.92,39.88,43210,Low-Rise Multifamily,2012,SOUTHEAST,-122.29446,4,Multifamily Housing,56
Multifamily LR (1-4),47.56363,1,0.19,4.11,21300,Low-Rise Multifamily,1966,SOUTHEAST,-122.28648,2,Multifamily Housing,75
Multifamily LR (1-4),47.56379,1,0.89,50.52,56617,Low-Rise Multifamily,1917,DELRIDGE,-122.36301,4,Multifamily Housing,15
Multifamily LR (1-4),47.56439,1,0.12,5.4,43441,Low-Rise Multifamily,1989,SOUTHWEST,-122.37348,4,Multifamily Housing,96
Multifamily LR (1-4),47.56451,1,0.15,3.5,23596,Low-Rise Multifamily,1969,SOUTHWEST,-122.38773,4,Multifamily Housing,91
Multifamily LR (1-4),47.56584,1,0.74,29.97,40326,Low-Rise Multifamily,2008,SOUTHWEST,-122.38655,4,Multifamily Housing,57
Multifamily LR (1-4),47.56586,1,0.13,2.7,20837,Low-Rise Multifamily,1984,SOUTHWEST,-122.40854,4,Multifamily Housing,75
Multifamily LR (1-4),47.56791,1,0.25,5.51,22108,Low-Rise Multifamily,2002,SOUTHEAST,-122.29643,3,Multifamily Housing,47
Multifamily LR (1-4),47.56874,1,0.14,16.67,121037,Low-Rise Multifamily,1992,SOUTHWEST,-122.37178,4,Multifamily Housing,84
Multifamily LR (1-4),47.56937,1,0.2,6.39,31236,Low-Rise Multifamily,1992,SOUTHWEST,-122.37183,4,Multifamily Housing,76
Multifamily LR (1-4),47.57054,1,0.17,11.87,68815,Low-Rise Multifamily,1968,SOUTHWEST,-122.41178,3,Multifamily Housing,64
Multifamily LR (1-4),47.57086,1,0.22,8.1,37080,Low-Rise Multifamily,1968,SOUTHEAST,-122.29546,3,Multifamily Housing,62
Multifamily LR (1-4),47.57098,1,0.15,6.28,42048,Low-Rise Multifamily,1996,SOUTHWEST,-122.38725,4,Multifamily Housing,54
Multifamily LR (1-4),47.57113,1,0.66,30.41,45892,Senior Care Community,2014,SOUTHEAST,-122.29048,4,Senior Care Community,99
Multifamily LR (1-4),47.57144,1,0.13,4.16,32235,Low-Rise Multifamily,1990,SOUTHWEST,-122.3864,3,Multifamily Housing,72
Multifamily LR (1-4),47.57184,1,0.2,5.23,26245,Low-Rise Multifamily,1980,GREATER DUWAMISH,-122.31515,4,Multifamily Housing,76
Multifamily LR (1-4),47.5721,1,0.68,17.11,25120,Low-Rise Multifamily,1925,GREATER DUWAMISH,-122.30877,3,Multifamily Housing,98
Multifamily LR (1-4),47.57285,4,0.34,6.91,20400,Low-Rise Multifamily,1956,SOUTHEAST,-122.29209,2,Multifamily Housing,34
Multifamily LR (1-4),47.57519,1,0.15,8.21,53919,Low-Rise Multifamily,2004,SOUTHWEST,-122.37143,4,Multifamily Housing,64
Multifamily LR (1-4),47.57602,1,0.27,11.18,41443,Low-Rise Multifamily,1984,SOUTHWEST,-122.38712,4,Multifamily Housing,12
Multifamily LR (1-4),47.57749,1,0.16,3.85,24711,Low-Rise Multifamily,1988,SOUTHWEST,-122.40901,4,Multifamily Housing,81
Multifamily LR (1-4),47.57753,1,0.17,4.5,26896,Low-Rise Multifamily,1989,SOUTHWEST,-122.41031,3,Multifamily Housing,69
Multifamily LR (1-4),47.57775,1,0.16,4.74,30240,Low-Rise Multifamily,1926,SOUTHWEST,-122.41425,4,Multifamily Housing,68
Multifamily LR (1-4),47.5784,1,0.26,8.46,33084,Low-Rise Multifamily,1990,SOUTHWEST,-122.38687,4,Multifamily Housing,17
Multifamily LR (1-4),47.57844,1,0.28,7.74,27328,Low-Rise Multifamily,1990,SOUTHWEST,-122.41169,4,Multifamily Housing,23
Multifamily LR (1-4),47.57845,1,0.16,3.88,25016,Low-Rise Multifamily,1958,SOUTHWEST,-122.41036,3,Multifamily Housing,86
Multifamily LR (1-4),47.57854,1,0.19,3.92,20365,Low-Rise Multifamily,1960,SOUTHEAST,-122.29488,4,Multifamily Housing,75
Multifamily LR (1-4),47.57897,1,0.18,4.24,22982,Low-Rise Multifamily,1962,SOUTHWEST,-122.41037,3,Multifamily Housing,75
Multifamily LR (1-4),47.57915,1,0.17,3.63,20790,Low-Rise Multifamily,1963,SOUTHWEST,-122.40976,4,Multifamily Housing,81
Multifamily LR (1-4),47.57927,1,0.18,3.78,21200,Low-Rise Multifamily,1960,SOUTHEAST,-122.29548,4,Multifamily Housing,83
Multifamily LR (1-4),47.57958,1,0.84,27.68,33000,Other,1905,GREATER DUWAMISH,-122.33371,3,Other,75
Multifamily LR (1-4),47.57963,1,0.17,3.56,21200,Low-Rise Multifamily,1960,SOUTHEAST,-122.29548,4,Multifamily Housing,87
Multifamily LR (1-4),47.58025,1,0.18,4.83,27076,Low-Rise Multifamily,2003,GREATER DUWAMISH,-122.31381,4,Multifamily Housing,75
Multifamily LR (1-4),47.58035,1,1.23,132.47,107518,Low-Rise Multifamily,1918,GREATER DUWAMISH,-122.31563,3,Multifamily Housing,81
Multifamily LR (1-4),47.58163,1,0.91,25.39,28033,Low-Rise Multifamily,1990,SOUTHWEST,-122.37355,3,Multifamily Housing,21
Multifamily LR (1-4),47.58212,1,1.19,91.49,76699,Senior Care Community,2000,SOUTHWEST,-122.38611,4,Senior Care Community,35
Multifamily LR (1-4),47.5822,1,0.42,38.9,93114,Mixed Use Property,2002,SOUTHWEST,-122.38542,4,Multifamily Housing,92
Multifamily LR (1-4),47.58279,1,0.2,8.27,42312,Low-Rise Multifamily,1988,SOUTHWEST,-122.38728,4,Multifamily Housing,17
Multifamily LR (1-4),47.58318,1,0.18,3.95,21600,Low-Rise Multifamily,1985,SOUTHWEST,-122.38461,4,Multifamily Housing,79
Multifamily LR (1-4),47.58383,1,0.92,21.74,23671,Low-Rise Multifamily,1926,SOUTHWEST,-122.38681,3,Multifamily Housing,50
Multifamily LR (1-4),47.58424,1,0.17,5.62,32612,Low-Rise Multifamily,1958,SOUTHWEST,-122.39979,3,Multifamily Housing,78
Multifamily LR (1-4),47.58445,1,0.12,4.58,38765,Low-Rise Multifamily,1976,SOUTHWEST,-122.39933,4,Multifamily Housing,92
Multifamily LR (1-4),47.58458,1,0.74,16.11,21888,Low-Rise Multifamily,1992,SOUTHWEST,-122.38677,4,Multifamily Housing,75
Multifamily LR (1-4),47.5857,1,0.74,19.83,26880,Low-Rise Multifamily,1973,SOUTHWEST,-122.39791,4,Multifamily Housing,13
Multifamily LR (1-4),47.588,1,0.23,8.08,35796,Low-Rise Multifamily,1968,GREATER DUWAMISH,-122.3177,4,Multifamily Housing,43
Multifamily LR (1-4),47.58814,1,0.19,6.98,35796,Low-Rise Multifamily,1968,GREATER DUWAMISH,-122.31816,4,Multifamily Housing,65
Multifamily LR (1-4),47.58817,1,0.28,16.47,58485,Low-Rise Multifamily,1971,SOUTHEAST,-122.30291,4,Multifamily Housing,36
Multifamily LR (1-4),47.58826,1,0.14,3.5,24192,Low-Rise Multifamily,1992,GREATER DUWAMISH,-122.31689,3,Multifamily Housing,75
Multifamily LR (1-4),47.58869,1,0.2,5.47,26827,Low-Rise Multifamily,1985,SOUTHWEST,-122.38083,4,Multifamily Housing,75
Multifamily LR (1-4),47.58874,1,0.61,29.56,48441,Low-Rise Multifamily,1900,SOUTHEAST,-122.30185,3,Multifamily Housing,75
Multifamily LR (1-4),47.58898,1,0.15,6.72,45878,Low-Rise Multifamily,1989,SOUTHWEST,-122.39418,4,Multifamily Housing,27
Multifamily LR (1-4),47.58962,1,0.16,4.52,28176,Low-Rise Multifamily,1983,GREATER DUWAMISH,-122.31764,4,Multifamily Housing,98
Multifamily LR (1-4),47.58963,1,0.16,9.81,59600,Low-Rise Multifamily,1980,GREATER DUWAMISH,-122.31864,4,Multifamily Housing,48
Multifamily LR (1-4),47.58968,,,,30420,Low-Rise Multifamily,1969,SOUTHWEST,-122.38587,3,"",75
Multifamily LR (1-4),47.58998,1,0.15,5.71,38970,Low-Rise Multifamily,1986,SOUTHWEST,-122.39312,4,Multifamily Housing,85
Multifamily LR (1-4),47.59018,1,0.17,3.44,20467,Low-Rise Multifamily,1963,GREATER DUWAMISH,-122.31687,4,Multifamily Housing,59
Multifamily LR (1-4),47.59027,1,0.16,6.54,39757,Low-Rise Multifamily,1966,SOUTHWEST,-122.3866,4,Multifamily Housing,73
Multifamily LR (1-4),47.5903,1,0.16,5.41,32922,Low-Rise Multifamily,1969,GREATER DUWAMISH,-122.31824,4,Multifamily Housing,81
Multifamily LR (1-4),47.59052,1,2.97,75.62,25442,Low-Rise Multifamily,2015,Central,-122.29208,3,Multifamily Housing,75
Multifamily LR (1-4),47.59094,1,0.23,26.76,114030,Low-Rise Multifamily,1985,GREATER DUWAMISH,-122.318,4,Multifamily Housing,10
Multifamily LR (1-4),47.59098,1,0.72,18.72,26148,Low-Rise Multifamily,2000,SOUTHWEST,-122.38256,3,Multifamily Housing,75
Multifamily LR (1-4),47.59316,1,0.11,14.04,122941,Low-Rise Multifamily,2014,Central,-122.30843,4,Multifamily Housing,94
Multifamily LR (1-4),47.59364,1,0.14,3.18,22445,Low-Rise Multifamily,1978,SOUTHWEST,-122.38392,4,Multifamily Housing,75
Multifamily LR (1-4),47.59478,1,0.15,4.31,29417,Low-Rise Multifamily,2004,Central,-122.3088,2,Multifamily Housing,92
Multifamily LR (1-4),47.59491,1,0.2,13.08,65161,Low-Rise Multifamily,2007,Central,-122.30971,4,Multifamily Housing,60
Multifamily LR (1-4),47.59505,1,5.18,343.68,66402,Senior Care Community,1963,Central,-122.29824,3,Senior Care Community,72
Multifamily LR (1-4),47.59593,1,0.68,15.58,22810,Low-Rise Multifamily,1957,Central,-122.28689,4,Multifamily Housing,39
Multifamily LR (1-4),47.59603,1,2.17,94.23,43380,Senior Care Community,1998,DOWNTOWN,-122.326,3,Senior Care Community,48
Multifamily LR (1-4),47.59609,1,0.25,6.57,25966,Low-Rise Multifamily,1959,Central,-122.28666,4,Multifamily Housing,34
Multifamily LR (1-4),47.59678,3,0.19,13.65,72566,Low-Rise Multifamily,1961,Central,-122.28685,4,Multifamily Housing,98
Multifamily LR (1-4),47.59769,1,0.21,7.21,34846,Low-Rise Multifamily,1968,Central,-122.31036,3,Multifamily Housing,67
Multifamily LR (1-4),47.59784,1,2.31,59.08,25600,Low-Rise Multifamily,1907,DOWNTOWN,-122.32394,3,Multifamily Housing,45
Multifamily LR (1-4),47.59787,1,0.26,9.2,36000,Low-Rise Multifamily,1910,DOWNTOWN,-122.32544,4,Multifamily Housing,6
Multifamily LR (1-4),47.59802,1,2.53,85.88,33887,Low-Rise Multifamily,1909,DOWNTOWN,-122.32468,4,Multifamily Housing,12
Multifamily LR (1-4),47.5982,1,0.65,22.63,34560,Low-Rise Multifamily,1909,DOWNTOWN,-122.3247,4,Multifamily Housing,94
Multifamily LR (1-4),47.59849,1,0.17,4.17,24621,Low-Rise Multifamily,1967,Central,-122.29465,2,Multifamily Housing,96
Multifamily LR (1-4),47.59852,1,1.23,37.17,30210,Low-Rise Multifamily,1916,DOWNTOWN,-122.32321,4,Multifamily Housing,75
Multifamily LR (1-4),47.59897,1,1.1,26.48,24171,Low-Rise Multifamily,1916,DOWNTOWN,-122.32468,3,Multifamily Housing,75
Multifamily LR (1-4),47.59903,1,0.16,3.3,20583,Low-Rise Multifamily,1905,DOWNTOWN,-122.33461,3,Multifamily Housing,75
Multifamily LR (1-4),47.59926,1,0.2,4.79,23856,Low-Rise Multifamily,1956,Central,-122.28563,4,Multifamily Housing,73
Multifamily LR (1-4),47.59938,1,0.17,4.55,27494,Low-Rise Multifamily,1910,DOWNTOWN,-122.32532,3,Multifamily Housing,75
Multifamily LR (1-4),47.59945,1,2.97,60.32,20304,Low-Rise Multifamily,1926,DOWNTOWN,-122.32669,2,Multifamily Housing,98
Multifamily LR (1-4),47.59952,1,0.25,5.87,23200,Low-Rise Multifamily,1910,DOWNTOWN,-122.3254,4,Multifamily Housing,62
Multifamily LR (1-4),47.5997,1,0.24,9.57,39816,Low-Rise Multifamily,1986,Central,-122.30015,3,Multifamily Housing,23
Multifamily LR (1-4),47.5998,1,0.19,8.7,44650,Low-Rise Multifamily,2000,DOWNTOWN,-122.32034,4,Multifamily Housing,58
Multifamily LR (1-4),47.60001,1,0.16,5.42,33331,Low-Rise Multifamily,1986,Central,-122.28562,3,Multifamily Housing,75
Multifamily LR (1-4),47.60058,1,0.28,43.68,157724,Low-Rise Multifamily,2010,Central,-122.3017,4,Multifamily Housing,75
Multifamily LR (1-4),47.60071,1,2.66,66.69,25027,Low-Rise Multifamily,1905,DOWNTOWN,-122.32989,4,Multifamily Housing,42
Multifamily LR (1-4),47.60073,1,0.95,89.72,94370,Senior Care Community,2001,Central,-122.30257,4,Senior Care Community,64
Multifamily LR (1-4),47.60109,1,0.19,9.99,52166,Low-Rise Multifamily,1980,Central,-122.30551,3,Multifamily Housing,28
Multifamily LR (1-4),47.60114,1,0.15,3.29,21840,Low-Rise Multifamily,1900,DOWNTOWN,-122.3338,4,Multifamily Housing,98
Multifamily LR (1-4),47.60136,1,0.9,26.87,29808,Low-Rise Multifamily,2002,Central,-122.31248,4,Multifamily Housing,80
Multifamily LR (1-4),47.60145,1,0.22,5.94,27600,Low-Rise Multifamily,1903,DOWNTOWN,-122.3261,3,Multifamily Housing,76
Multifamily LR (1-4),47.60187,1,0.54,14.05,26255,Low-Rise Multifamily,2002,Central,-122.30665,4,Multifamily Housing,75
Multifamily LR (1-4),47.6019,1,0.1,3.91,37849,Mixed Use Property,2005,Central,-122.31379,4,Multifamily Housing,75
Multifamily LR (1-4),47.60194,1,0.21,4.98,24150,Low-Rise Multifamily,1985,Central,-122.31115,2,Multifamily Housing,46
Multifamily LR (1-4),47.60201,1,0.85,30.45,35655,Low-Rise Multifamily,1992,DOWNTOWN,-122.33225,4,Multifamily Housing,29
Multifamily LR (1-4),47.60238,1,0.59,37.51,63236,Low-Rise Multifamily,1998,Central,-122.28544,4,Multifamily Housing,78
Multifamily LR (1-4),47.60284,1,0.98,42.1,43128,Low-Rise Multifamily,1901,EAST,-122.31837,3,Multifamily Housing,68
Multifamily LR (1-4),47.60289,1,1.31,32.81,24980,Low-Rise Multifamily,1912,Central,-122.30528,4,Multifamily Housing,44
Multifamily LR (1-4),47.60304,1,2.75,63.14,22972,Low-Rise Multifamily,1946,DOWNTOWN,-122.33362,3,Multifamily Housing,49
Multifamily LR (1-4),47.60334,1,2.35,56.62,24046,Low-Rise Multifamily,1901,EAST,-122.31774,3,Multifamily Housing,33
Multifamily LR (1-4),47.60377,1,0.61,28.61,47276,Low-Rise Multifamily,1926,DOWNTOWN,-122.32971,4,Multifamily Housing,92
Multifamily LR (1-4),47.60411,1,0.52,11.53,22082,Low-Rise Multifamily,1978,EAST,-122.31775,3,Multifamily Housing,20
Multifamily LR (1-4),47.60413,1,0.23,7.57,33192,Low-Rise Multifamily,1968,EAST,-122.31998,4,Multifamily Housing,39
Multifamily LR (1-4),47.60466,1,0.32,7.09,22402,Low-Rise Multifamily,1907,EAST,-122.32272,3,Multifamily Housing,64
Multifamily LR (1-4),47.60492,1,0.23,11.18,48972,Low-Rise Multifamily,1990,EAST,-122.31898,4,Multifamily Housing,89
Multifamily LR (1-4),47.60502,1,0.7,76.67,109874,Low-Rise Multifamily,1991,EAST,-122.32705,4,Multifamily Housing,60
Multifamily LR (1-4),47.6051,1,0.25,12.97,51098,Low-Rise Multifamily,1957,EAST,-122.32149,3,Multifamily Housing,75
Multifamily LR (1-4),47.60511,1,2.7,122.59,45320,Low-Rise Multifamily,1916,DOWNTOWN,-122.33241,3,Multifamily Housing,57
Multifamily LR (1-4),47.60522,1,2.24,56.7,25316,Low-Rise Multifamily,1925,EAST,-122.32274,4,Multifamily Housing,7
Multifamily LR (1-4),47.60523,1,2.4,78.42,32688,Low-Rise Multifamily,1930,EAST,-122.3249,3,Multifamily Housing,74
Multifamily LR (1-4),47.6053772,1,1.25,26.27,21005,Low-Rise Multifamily,1995,EAST,-122.3204651,3,Multifamily Housing,17
Multifamily LR (1-4),47.60538,1,2.56,128.54,50145,Low-Rise Multifamily,1948,EAST,-122.3257,3,Multifamily Housing,66
Multifamily LR (1-4),47.60551,1,0.68,25.36,37485,Low-Rise Multifamily,1985,EAST,-122.31905,4,Multifamily Housing,73
Multifamily LR (1-4),47.60583,1,0.72,21.44,29581,Low-Rise Multifamily,1968,Central,-122.30421,3,Multifamily Housing,85
Multifamily LR (1-4),47.60585,1,3.07,64.35,20931,Low-Rise Multifamily,1962,Central,-122.30927,2,Multifamily Housing,39
Multifamily LR (1-4),47.60629,1,0.24,5.79,24039,Low-Rise Multifamily,1956,EAST,-122.32444,3,Multifamily Housing,30
Multifamily LR (1-4),47.60630519,1,1.66,43.19,26062,Low-Rise Multifamily,1908,EAST,-122.3205897,3,Multifamily Housing,75
Multifamily LR (1-4),47.60675,1,0.18,7.82,43162,Low-Rise Multifamily,1909,EAST,-122.32345,3,Multifamily Housing,86
Multifamily LR (1-4),47.60733,1,3.44,85.78,24900,Low-Rise Multifamily,1920,EAST,-122.32727,4,Multifamily Housing,68
Multifamily LR (1-4),47.60746,1,3.84,97.4,25380,Low-Rise Multifamily,1929,EAST,-122.32699,4,Multifamily Housing,79
Multifamily LR (1-4),47.60763,1,2.98,94.01,31578,Low-Rise Multifamily,1915,DOWNTOWN,-122.34005,4,Multifamily Housing,17
Multifamily LR (1-4),47.60771,1,0.17,5.81,33872,Low-Rise Multifamily,1906,EAST,-122.32717,4,Multifamily Housing,100
Multifamily LR (1-4),47.60796,1,2.09,114.33,54770,Low-Rise Multifamily,1902,EAST,-122.32717,4,Multifamily Housing,75
Multifamily LR (1-4),47.60838,1,0.16,5.57,35251,Low-Rise Multifamily,1981,Central,-122.31049,4,Multifamily Housing,46
Multifamily LR (1-4),47.60895,1,0.2,8.53,43606,Low-Rise Multifamily,1923,EAST,-122.32749,4,Multifamily Housing,73
Multifamily LR (1-4),47.60906,1,1.19,32.47,27250,Low-Rise Multifamily,1907,DOWNTOWN,-122.33757,3,Multifamily Housing,65
Multifamily LR (1-4),47.60932,1,2.92,170.83,58503,Low-Rise Multifamily,1924,EAST,-122.32713,4,Multifamily Housing,67
Multifamily LR (1-4),47.60941,1,0.25,52.04,209575,Low-Rise Multifamily,2000,Central,-122.31636,4,Multifamily Housing,29
Multifamily LR (1-4),47.60954,1,2.12,348.21,164120,Low-Rise Multifamily,1926,EAST,-122.33025,1,Multifamily Housing,4
Multifamily LR (1-4),47.61048,1,0.87,21.66,24840,Low-Rise Multifamily,1905,EAST,-122.32419,4,Multifamily Housing,86
