BuildingType,Latitude,NumberofBuildings,GHGEmissionsIntensity,TotalGHGEmissions,PropertyGFATotal,PrimaryPropertyType,YearBuilt,Neighborhood,Longitude,NumberofFloors,LargestPropertyUseType,ENERGYSTARScore
NonResidential,47.51098,1,0.34,15.5,45700,Warehouse,1988,SOUTHEAST,-122.27817,2,Non-Refrigerated Warehouse,99
NonResidential,47.51104,1,0.09,2.57,30004,Warehouse,1979,GREATER DUWAMISH,-122.28245,1,Non-Refrigerated Warehouse,75
NonResidential,47.51127,1,0.08,2.41,30375,Warehouse,1981,GREATER DUWAMISH,-122.281,1,Non-Refrigerated Warehouse,73
NonResidential,47.51127,1,1.8,86.46,48001,Distribution Center,1967,GREATER DUWAMISH,-122.281,1,Distribution Center,49
NonResidential,47.51138,3,0.44,311.84,714095,Warehouse,1961,GREATER DUWAMISH,-122.28875,2,Non-Refrigerated Warehouse,75
NonResidential,47.51168,1,0.45,27.24,60448,Warehouse,1978,GREATER DUWAMISH,-122.28285,1,Non-Refrigerated Warehouse,90
NonResidential,47.51304,1,0.17,20.94,123000,Warehouse,1966,GREATER DUWAMISH,-122.28394,2,Non-Refrigerated Warehouse,47
NonResidential,47.51377011,1,0.86,38.13,44162,Other,2010,DELRIDGE,-122.3432804,2,Pre-school/Daycare,75
NonResidential,47.51399,1,0.14,3.58,26380,Warehouse,1979,GREATER DUWAMISH,-122.27946,1,Non-Refrigerated Warehouse,75
NonResidential,47.51698,1,1,42.96,42975,K-12 School,1924,DELRIDGE,-122.35946,2,K-12 School,92
NonResidential,47.51899,1,2.77,80.09,28920,Warehouse,1981,GREATER DUWAMISH,-122.321,1,Non-Refrigerated Warehouse,50
NonResidential,47.51918,1,0.22,4.88,22000,Warehouse,1979,GREATER DUWAMISH,-122.31957,1,Non-Refrigerated Warehouse,14
NonResidential,47.5193,1,1.48,32.77,22176,Warehouse,1978,GREATER DUWAMISH,-122.3213,1,Non-Refrigerated Warehouse,60
NonResidential,47.5195,1,0.77,19.81,25880,Medical Office,2010,SOUTHEAST,-122.26935,2,Medical Office,8
NonResidential,47.51968,1,0.29,9.08,31300,Warehouse,1978,GREATER DUWAMISH,-122.3212,1,Non-Refrigerated Warehouse,89
NonResidential,47.51989,1,0.55,13.12,23706,Worship Facility,1963,DELRIDGE,-122.35489,1,Worship Facility,78
NonResidential,47.52024,1,0.68,23.9,35289,Warehouse,2007,GREATER DUWAMISH,-122.32137,1,Non-Refrigerated Warehouse,63
NonResidential,47.52095,1,5.02,306.5,61053,Supermarket / Grocery Store,2002,SOUTHEAST,-122.26825,1,Supermarket/Grocery Store,32
NonResidential,47.52097,1,1.99,61.3,30740,Worship Facility,1952,SOUTHWEST,-122.38688,3,Worship Facility,75
NonResidential,47.5213,1,3.27,103.28,31600,Warehouse,1979,GREATER DUWAMISH,-122.32182,1,Non-Refrigerated Warehouse,3
NonResidential,47.52172,1,1.1,26.73,24224,Worship Facility,1957,DELRIDGE,-122.35487,2,Worship Facility,52
NonResidential,47.5219,1,3.65,178.86,49066,Other,1917,SOUTHWEST,-122.38787,1,Social/Meeting Hall,75
NonResidential,47.52222,1,1.55,158.55,102500,Retail Store,1992,DELRIDGE,-122.36892,1,Retail Store,81
NonResidential,47.52254,1,0.55,35.78,64984,Retail Store,1966,DELRIDGE,-122.36627,1,Retail Store,72
NonResidential,47.52254,1,0.88,35.48,40265,Retail Store,1990,DELRIDGE,-122.36627,1,Retail Store,19
NonResidential,47.52254,1,1.44,37.61,26208,Retail Store,2005,DELRIDGE,-122.36627,1,Retail Store,79
NonResidential,47.52254,1,5.45,369.14,67745,Retail Store,1965,DELRIDGE,-122.36627,1,Retail Store,37
NonResidential,47.52262,1,0.83,55.86,67450,Supermarket / Grocery Store,1959,SOUTHEAST,-122.26922,1,Supermarket/Grocery Store,97
NonResidential,47.52305,1,3.29,178.35,54170,Other,1994,GREATER DUWAMISH,-122.31899,2,Other,75
NonResidential,47.52549,1,1.23,59.14,48020,Warehouse,1979,GREATER DUWAMISH,-122.33064,1,Non-Refrigerated Warehouse,71
NonResidential,47.52549,1,1.38,43.18,31360,Warehouse,1979,GREATER DUWAMISH,-122.33064,1,Non-Refrigerated Warehouse,75
NonResidential,47.52549,1,1.42,39.05,27420,Warehouse,1979,GREATER DUWAMISH,-122.33064,1,Non-Refrigerated Warehouse,55
NonResidential,47.52549,1,1.63,89.53,54880,Distribution Center,1979,GREATER DUWAMISH,-122.33064,1,Distribution Center,32
NonResidential,47.52549,1,1.94,64.75,33320,Warehouse,1979,GREATER DUWAMISH,-122.33064,1,Non-Refrigerated Warehouse,75
NonResidential,47.52696,1,1.16,58.67,50417,Warehouse,1980,GREATER DUWAMISH,-122.32913,1,Non-Refrigerated Warehouse,14
NonResidential,47.52871,1,1.31,116.03,88400,Mixed Use Property,1970,GREATER DUWAMISH,-122.29443,1,Non-Refrigerated Warehouse,42
NonResidential,47.52878,1,1.43,42.45,29619,Distribution Center,1990,GREATER DUWAMISH,-122.32771,1,Distribution Center,50
NonResidential,47.52956,1,4.68,122.71,26232,Other,1971,DELRIDGE,-122.33592,1,Other - Services,75
NonResidential,47.53104,1,0.11,2.62,24024,Warehouse,1977,GREATER DUWAMISH,-122.32784,1,Non-Refrigerated Warehouse,75
NonResidential,47.53158,1,0.07,3.04,42900,Distribution Center,1979,DELRIDGE,-122.33568,1,Distribution Center,53
NonResidential,47.5316,1,1.31,41.77,32000,Warehouse,1966,GREATER DUWAMISH,-122.333,1,Non-Refrigerated Warehouse,3
NonResidential,47.5316,1,3.46,124.4,36000,Warehouse,1973,GREATER DUWAMISH,-122.333,1,Non-Refrigerated Warehouse,44
NonResidential,47.5316,1,3.99,175.53,44000,Warehouse,1970,GREATER DUWAMISH,-122.333,1,Non-Refrigerated Warehouse,15
NonResidential,47.53161,1,5.39,134.8,24990,Small- and Mid-Sized Office,1929,GREATER DUWAMISH,-122.29944,2,Office,9
NonResidential,47.53309,1,1.82,55.85,30659,Small- and Mid-Sized Office,1988,DELRIDGE,-122.33977,2,Office,88
NonResidential,47.53326,1,0.69,29.39,42420,Warehouse,1953,GREATER DUWAMISH,-122.32579,1,Non-Refrigerated Warehouse,34
NonResidential,47.53366,1,2.25,52.41,23260,Other,1963,DELRIDGE,-122.33733,1,"Repair Services (Vehicle, Shoe, Locksmith, etc)",75
NonResidential,47.53379,1,0.19,6.88,36982,Distribution Center,1979,GREATER DUWAMISH,-122.33063,1,Distribution Center,75
NonResidential,47.53419,1,0.22,7.98,36879,Small- and Mid-Sized Office,1970,DELRIDGE,-122.36624,3,Office,26
NonResidential,47.53419,1,2.44,106.35,43615,Medical Office,1970,DELRIDGE,-122.36624,1,Medical Office,89
NonResidential,47.53439,1,0.16,3.71,23562,Worship Facility,1957,SOUTHWEST,-122.37699,1,Worship Facility,96
NonResidential,47.53515,1,5.08,717.93,141297,Senior Care Community,1967,SOUTHEAST,-122.26556,1,Senior Care Community,76
NonResidential,47.536,1,0.77,49.58,64015,Small- and Mid-Sized Office,2007,GREATER DUWAMISH,-122.31768,3,Office,21
NonResidential,47.53628,1,2.37,131.64,55450,Warehouse,1969,GREATER DUWAMISH,-122.3329,1,Non-Refrigerated Warehouse,31
NonResidential,47.53651,1,0.13,3.06,23400,Warehouse,1964,GREATER DUWAMISH,-122.32954,2,Non-Refrigerated Warehouse,75
NonResidential,47.53655,1,1,94.74,94713,Retail Store,2005,DELRIDGE,-122.36377,1,Retail Store,79
NonResidential,47.53687,1,0.43,42.25,98024,Distribution Center,1989,GREATER DUWAMISH,-122.33316,2,Distribution Center,94
NonResidential,47.53689,1,0.41,57.73,140520,Warehouse,1968,DELRIDGE,-122.33847,1,Non-Refrigerated Warehouse,61
NonResidential,47.53722,1,1.12,100.46,89821,Other,2009,GREATER DUWAMISH,-122.284,5,Other - Lodging/Residential,75
NonResidential,47.53747,1,6.66,173.75,26092,Supermarket / Grocery Store,1953,GREATER DUWAMISH,-122.28308,1,Supermarket/Grocery Store,40
NonResidential,47.53764,1,0.05,5.44,119661,Distribution Center,1960,GREATER DUWAMISH,-122.3232,1,Distribution Center,97
NonResidential,47.53827,1,1.12,61.21,54765,Small- and Mid-Sized Office,1958,GREATER DUWAMISH,-122.28406,1,Office,75
NonResidential,47.53846,1,0.06,2.15,36600,Warehouse,1982,DELRIDGE,-122.36175,2,Non-Refrigerated Warehouse,80
NonResidential,47.53846,1,5.55,215.56,38845,Retail Store,1992,GREATER DUWAMISH,-122.28305,2,Retail Store,82
NonResidential,47.53857,1,0.92,22.38,24200,Worship Facility,1968,SOUTHEAST,-122.28026,1,Worship Facility,73
NonResidential,47.53887,1,1.82,54.27,29874,K-12 School,1962,DELRIDGE,-122.37564,3,K-12 School,95
NonResidential,47.53906,1,0.2,5.97,29380,Warehouse,1977,GREATER DUWAMISH,-122.32031,1,Non-Refrigerated Warehouse,33
NonResidential,47.53922,1,0.16,8.84,54211,Retail Store,2002,GREATER DUWAMISH,-122.28295,2,Retail Store,100
NonResidential,47.53926,1,0.43,22.1,51600,Distribution Center,1976,DELRIDGE,-122.34143,1,Distribution Center,75
NonResidential,47.53935,1,4.03,284.01,70400,Warehouse,1970,DELRIDGE,-122.34402,1,Non-Refrigerated Warehouse,1
NonResidential,47.54066,1,0.61,78.92,128800,Warehouse,1977,GREATER DUWAMISH,-122.33023,1,Non-Refrigerated Warehouse,97
NonResidential,47.54089,1,0.9,32.44,36140,Other,1962,GREATER DUWAMISH,-122.32323,3,Other,75
NonResidential,47.54103,1,1.95,166.13,85126,Small- and Mid-Sized Office,1929,DELRIDGE,-122.33766,3,Office,1
NonResidential,47.54113,1,0.88,24.39,27800,Distribution Center,1965,GREATER DUWAMISH,-122.32633,1,Distribution Center,13
NonResidential,47.54137,1,0.26,11.29,44100,Warehouse,1976,GREATER DUWAMISH,-122.33051,1,Non-Refrigerated Warehouse,1
NonResidential,47.54187,1,0.85,42.65,50065,Distribution Center,1967,GREATER DUWAMISH,-122.32714,1,Distribution Center,72
NonResidential,47.54187,1,1.91,237.36,124472,Distribution Center,1967,GREATER DUWAMISH,-122.32714,1,Distribution Center,62
NonResidential,47.5419,1,0.56,12.92,22895,Worship Facility,1981,SOUTHEAST,-122.28302,3,Worship Facility,96
NonResidential,47.54326,1,0.01,1.06,71718,Distribution Center,1969,GREATER DUWAMISH,-122.33134,1,Distribution Center,100
NonResidential,47.54333,1,0.8,20.46,25620,Distribution Center,1974,GREATER DUWAMISH,-122.32792,1,Distribution Center,82
NonResidential,47.54362,1,1.09,23.59,21732,Worship Facility,1965,SOUTHEAST,-122.2667,2,Worship Facility,2
NonResidential,47.54365,1,0.7,18.85,27000,Distribution Center,1956,GREATER DUWAMISH,-122.30785,1,Distribution Center,61
NonResidential,47.54425,1,3.03,157.7,52085,Warehouse,1955,GREATER DUWAMISH,-122.31776,1,Non-Refrigerated Warehouse,37
NonResidential,47.54427,1,6.12,206.33,33706,Supermarket / Grocery Store,1998,SOUTHWEST,-122.38609,1,Supermarket/Grocery Store,22
NonResidential,47.54437,1,0.68,30.52,44700,Mixed Use Property,1962,GREATER DUWAMISH,-122.30863,1,Office,75
NonResidential,47.54443,1,0.91,19.14,21040,Warehouse,1976,GREATER DUWAMISH,-122.32688,1,Non-Refrigerated Warehouse,43
NonResidential,47.54491,1,1.66,46.61,28032,Warehouse,1951,GREATER DUWAMISH,-122.32758,2,Non-Refrigerated Warehouse,52
NonResidential,47.54494,1,0.77,27.06,35017,Small- and Mid-Sized Office,1969,GREATER DUWAMISH,-122.32543,1,Office,66
NonResidential,47.54508,1,0.94,48.99,52088,Self-Storage Facility,1969,SOUTHWEST,-122.37737,2,Self-Storage Facility,75
NonResidential,47.54514,1,0.6,13.87,23100,Self-Storage Facility,1955,GREATER DUWAMISH,-122.28596,1,Self-Storage Facility,75
NonResidential,47.54563,1,0.64,26.41,41022,Other,1921,SOUTHEAST,-122.27616,2,Other,75
NonResidential,47.54621,1,1.33,76.68,57540,Distribution Center,1969,GREATER DUWAMISH,-122.33486,1,Distribution Center,26
NonResidential,47.5465,1,0.43,13.7,31900,Warehouse,1963,GREATER DUWAMISH,-122.31704,1,Non-Refrigerated Warehouse,75
NonResidential,47.54693,1,0.32,13.27,41262,Small- and Mid-Sized Office,1982,GREATER DUWAMISH,-122.28718,2,Office,84
NonResidential,47.54699,1,0.32,75.12,238148,Large Office,1975,GREATER DUWAMISH,-122.32882,5,Office,93
NonResidential,47.5471,1,0.05,5.32,106000,Warehouse,1963,GREATER DUWAMISH,-122.32406,1,Non-Refrigerated Warehouse,93
NonResidential,47.54723,1,10.9,413.1,37883,Retail Store,1966,SOUTHEAST,-122.28455,1,Retail Store,88
NonResidential,47.54761,1,0.67,29.7,44476,Warehouse,1960,GREATER DUWAMISH,-122.32759,1,Non-Refrigerated Warehouse,33
NonResidential,47.54769,1,0.11,3.39,30800,Warehouse,1965,GREATER DUWAMISH,-122.3251,1,Non-Refrigerated Warehouse,65
NonResidential,47.54769,1,0.12,2.8,22780,Warehouse,1966,GREATER DUWAMISH,-122.3251,1,Non-Refrigerated Warehouse,33
NonResidential,47.54774,1,1.87,41.88,22452,Hotel,1992,GREATER DUWAMISH,-122.32091,3,Hotel,85
NonResidential,47.5478,1,0.6,25.09,41895,Warehouse,1961,GREATER DUWAMISH,-122.32307,1,Non-Refrigerated Warehouse,75
NonResidential,47.54813,1,0.08,2.64,35000,Warehouse,1964,GREATER DUWAMISH,-122.32553,1,Non-Refrigerated Warehouse,53
NonResidential,47.54853,1,0.13,10.72,85400,Warehouse,1966,GREATER DUWAMISH,-122.32814,1,Non-Refrigerated Warehouse,49
NonResidential,47.54862,1,1.82,134.82,74178,Retail Store,1958,GREATER DUWAMISH,-122.32272,1,Retail Store,75
NonResidential,47.54868,1,1.98,117.11,59090,Distribution Center,1963,GREATER DUWAMISH,-122.3255,1,Distribution Center,45
NonResidential,47.54912,1,0.06,3.62,55700,Warehouse,1966,GREATER DUWAMISH,-122.32819,1,Non-Refrigerated Warehouse,63
NonResidential,47.54912,1,0.83,46.9,56193,Retail Store,1958,GREATER DUWAMISH,-122.32184,2,Retail Store,75
NonResidential,47.54923,1,0.12,13.61,115620,Warehouse,1966,GREATER DUWAMISH,-122.32446,1,Non-Refrigerated Warehouse,11
NonResidential,47.54948,1,1.02,26.55,26150,Warehouse,1962,GREATER DUWAMISH,-122.32536,1,Non-Refrigerated Warehouse,6
NonResidential,47.54965,1,0.88,46.93,53250,Small- and Mid-Sized Office,1964,GREATER DUWAMISH,-122.3278,1,Office,96
NonResidential,47.54974,1,0.32,7.59,24000,Small- and Mid-Sized Office,1967,GREATER DUWAMISH,-122.3261,2,Office,73
NonResidential,47.54983,1,0.19,17.17,90000,Warehouse,1967,GREATER DUWAMISH,-122.32858,2,Non-Refrigerated Warehouse,87
NonResidential,47.55013,1,0.59,15.62,26660,Other,1950,GREATER DUWAMISH,-122.33044,1,Manufacturing/Industrial Plant,75
NonResidential,47.55032,1,0.64,32.22,50200,Retail Store,1966,GREATER DUWAMISH,-122.32614,1,Retail Store,75
NonResidential,47.55045,1,2.17,55.3,25500,Small- and Mid-Sized Office,1967,GREATER DUWAMISH,-122.32749,1,Office,98
NonResidential,47.55049,1,2.34,64.81,27680,Warehouse,1968,GREATER DUWAMISH,-122.32382,1,Non-Refrigerated Warehouse,75
NonResidential,47.55066,1,0.17,12.43,72859,Warehouse,1904,GREATER DUWAMISH,-122.31787,4,Non-Refrigerated Warehouse,55
NonResidential,47.55072,1,0.1,2.27,21948,Worship Facility,1977,GREATER DUWAMISH,-122.30265,99,Worship Facility,80
NonResidential,47.55095,1,2.42,102.35,42252,K-12 School,1912,SOUTHEAST,-122.27978,2,K-12 School,49
NonResidential,47.55105,2,1.06,30.02,28368,Distribution Center,1971,DELRIDGE,-122.34695,2,Distribution Center,75
NonResidential,47.55127,1,0.08,1.55,20500,Warehouse,1969,GREATER DUWAMISH,-122.32576,1,Non-Refrigerated Warehouse,65
NonResidential,47.55127,1,3.17,81.96,25872,Small- and Mid-Sized Office,1969,GREATER DUWAMISH,-122.32576,2,Office,41
NonResidential,47.55145,1,1.77,45.79,25872,Small- and Mid-Sized Office,1969,GREATER DUWAMISH,-122.32635,2,Office,75
NonResidential,47.55146,1,0.14,53.57,390295,Large Office,1982,GREATER DUWAMISH,-122.32832,5,Office,95
NonResidential,47.55152,1,0.61,69.44,114297,Warehouse,1904,GREATER DUWAMISH,-122.31869,4,Non-Refrigerated Warehouse,61
NonResidential,47.55168,1,0.12,3.16,26400,Other,1970,GREATER DUWAMISH,-122.32459,1,Other - Recreation,75
NonResidential,47.55196,1,0.31,8.85,28304,Small- and Mid-Sized Office,1970,GREATER DUWAMISH,-122.32518,2,Office,67
NonResidential,47.552,1,0.35,13.16,37500,Warehouse,1985,GREATER DUWAMISH,-122.32262,1,Non-Refrigerated Warehouse,36
NonResidential,47.55238,1,0.39,60.92,156188,Large Office,1973,GREATER DUWAMISH,-122.32762,2,Office,67
NonResidential,47.55297,1,7.39,348.22,47105,Other,1976,GREATER DUWAMISH,-122.32472,1,Manufacturing/Industrial Plant,75
NonResidential,47.55302,1,2.01,61.53,30545,Warehouse,1938,GREATER DUWAMISH,-122.33605,1,Non-Refrigerated Warehouse,12
NonResidential,47.55316,1,0.26,10.26,40029,Small- and Mid-Sized Office,1982,GREATER DUWAMISH,-122.32616,2,Office,69
NonResidential,47.55317,1,2.64,65.89,25000,Warehouse,1964,GREATER DUWAMISH,-122.33289,1,Non-Refrigerated Warehouse,75
NonResidential,47.55374,1,0.14,3.06,22320,Warehouse,1977,GREATER DUWAMISH,-122.32498,1,Non-Refrigerated Warehouse,62
NonResidential,47.55387,1,4.81,235.26,48882,Senior Care Community,1966,SOUTHEAST,-122.27875,2,Senior Care Community,51
NonResidential,47.55436,1,0.39,17.87,46340,Warehouse,2001,GREATER DUWAMISH,-122.33631,1,Non-Refrigerated Warehouse,3
NonResidential,47.55458,1,0.24,8.85,36544,Warehouse,1966,GREATER DUWAMISH,-122.32639,1,Non-Refrigerated Warehouse,5
NonResidential,47.55464,1,1.87,38.38,20484,Worship Facility,1954,GREATER DUWAMISH,-122.31576,1,Worship Facility,69
NonResidential,47.55498,1,0.81,19.61,24291,Small- and Mid-Sized Office,1953,GREATER DUWAMISH,-122.32497,1,Office,98
NonResidential,47.55515,1,0.09,8.73,93020,Warehouse,1974,GREATER DUWAMISH,-122.3275,1,Non-Refrigerated Warehouse,60
NonResidential,47.55523,1,1.17,26.56,22622,Other,1927,GREATER DUWAMISH,-122.33448,1,Manufacturing/Industrial Plant,75
NonResidential,47.55544,1,0.34,8.61,25000,Warehouse,1960,GREATER DUWAMISH,-122.33294,1,Non-Refrigerated Warehouse,75
NonResidential,47.55601,1,3.26,174.62,53550,Warehouse,1960,GREATER DUWAMISH,-122.33627,1,Non-Refrigerated Warehouse,11
NonResidential,47.55608,1,0.03,0.75,24617,Warehouse,1932,GREATER DUWAMISH,-122.3388,1,Non-Refrigerated Warehouse,75
NonResidential,47.55623,1,1.31,65.3,50008,Small- and Mid-Sized Office,1938,GREATER DUWAMISH,-122.33316,1,Office,62
NonResidential,47.5563,1,0.41,22.12,53620,Small- and Mid-Sized Office,1948,GREATER DUWAMISH,-122.33186,1,Office,86
NonResidential,47.55658,1,0.71,30.79,43473,Small- and Mid-Sized Office,2000,GREATER DUWAMISH,-122.33322,3,Office,3
NonResidential,47.55662,1,0.15,3.8,25881,Self-Storage Facility,1930,GREATER DUWAMISH,-122.33728,1,Self-Storage Facility,75
NonResidential,47.55695,1,1.63,152.28,93610,Small- and Mid-Sized Office,1950,GREATER DUWAMISH,-122.33176,1,Office,95
NonResidential,47.55716,1,1.75,67.05,38412,Warehouse,1924,GREATER DUWAMISH,-122.33744,1,Non-Refrigerated Warehouse,62
NonResidential,47.55718,1,1.26,61.6,48890,Warehouse,1941,GREATER DUWAMISH,-122.33288,1,Non-Refrigerated Warehouse,49
NonResidential,47.55741,1,0.97,107.83,110689,Other,1973,GREATER DUWAMISH,-122.33163,1,Other,75
NonResidential,47.55768,1,0.18,22.62,127065,Other,2009,GREATER DUWAMISH,-122.33137,3,Parking,75
NonResidential,47.55772,1,1.57,58.36,37247,Retail Store,1964,GREATER DUWAMISH,-122.33017,1,Retail Store,69
NonResidential,47.55787,1,0.94,49.9,53040,Other,2000,GREATER DUWAMISH,-122.335,1,Other,75
NonResidential,47.55832,1,1.27,30.49,24100,Distribution Center,1980,DELRIDGE,-122.35239,1,Distribution Center,22
NonResidential,47.55837,1,7.94,1727.11,217603,Senior Care Community,1922,SOUTHWEST,-122.37751,5,Senior Care Community,54
NonResidential,47.55901,1,1.27,297.43,234144,Warehouse,1937,GREATER DUWAMISH,-122.33328,1,Non-Refrigerated Warehouse,87
NonResidential,47.55945,1,0.05,8.07,160000,Distribution Center,1968,GREATER DUWAMISH,-122.33601,1,Distribution Center,94
NonResidential,47.5596,1,2.23,325.94,146363,Other,1987,SOUTHWEST,-122.38459,6,Strip Mall,75
NonResidential,47.55966,1,4.02,120.72,30000,Warehouse,1960,GREATER DUWAMISH,-122.33146,1,Non-Refrigerated Warehouse,32
NonResidential,47.56018,1,6.63,147,22180,Other,1924,SOUTHWEST,-122.38716,1,Other - Mall,75
NonResidential,47.56028,1,2.43,54.44,22364,Other,1962,SOUTHEAST,-122.28914,2,Adult Education,75
NonResidential,47.56029,1,0.27,6.3,23250,Small- and Mid-Sized Office,1967,SOUTHEAST,-122.2858,2,Office,55
NonResidential,47.56056,1,0.66,18.63,28126,Warehouse,1975,GREATER DUWAMISH,-122.32593,1,Non-Refrigerated Warehouse,44
NonResidential,47.56064,1,0.11,13.86,123061,Warehouse,2001,GREATER DUWAMISH,-122.32522,1,Non-Refrigerated Warehouse,59
NonResidential,47.56067,1,0.21,9.42,45594,Refrigerated Warehouse,1914,GREATER DUWAMISH,-122.32705,2,Refrigerated Warehouse,75
NonResidential,47.56067,1,1.33,27.97,21101,Warehouse,1989,GREATER DUWAMISH,-122.32646,1,Non-Refrigerated Warehouse,75
NonResidential,47.56089,1,0.23,23.86,104786,Warehouse,1969,GREATER DUWAMISH,-122.33474,2,Non-Refrigerated Warehouse,93
NonResidential,47.56121,1,0.19,4.95,26094,Warehouse,1953,GREATER DUWAMISH,-122.33872,1,Non-Refrigerated Warehouse,19
NonResidential,47.56121,1,0.32,7.56,23687,Small- and Mid-Sized Office,1983,GREATER DUWAMISH,-122.33872,2,Office,68
NonResidential,47.56121,1,0.41,10.01,24221,Small- and Mid-Sized Office,1983,GREATER DUWAMISH,-122.33872,2,Office,20
NonResidential,47.56137,1,4.67,176.75,37864,Supermarket / Grocery Store,2008,SOUTHWEST,-122.38524,1,Supermarket/Grocery Store,61
NonResidential,47.56147,1,9.11,188.67,20700,Mixed Use Property,1930,SOUTHWEST,-122.38638,2,Non-Refrigerated Warehouse,75
NonResidential,47.56158,1,0.27,20.29,76354,Refrigerated Warehouse,1971,GREATER DUWAMISH,-122.32754,1,Refrigerated Warehouse,70
NonResidential,47.5616,1,2.4,67.96,28320,Distribution Center,1971,GREATER DUWAMISH,-122.32603,1,Distribution Center,1
NonResidential,47.56166,1,1.2,43.04,36000,Other,1907,GREATER DUWAMISH,-122.3237,5,Other,75
NonResidential,47.56173,1,0.63,17.22,27263,Refrigerated Warehouse,1967,GREATER DUWAMISH,-122.32885,1,Refrigerated Warehouse,75
NonResidential,47.56175,1,0.79,34.15,43387,Small- and Mid-Sized Office,1981,SOUTHWEST,-122.37835,3,Office,60
NonResidential,47.56197,1,0.52,13.29,25762,Supermarket / Grocery Store,1946,SOUTHWEST,-122.38109,2,Supermarket/Grocery Store,100
NonResidential,47.5622,1,1.5,35.04,23315,Mixed Use Property,1926,SOUTHWEST,-122.38648,2,Office,75
NonResidential,47.56245,1,6.31,210.3,33334,Other,1984,SOUTHWEST,-122.37805,1,Fitness Center/Health Club/Gym,75
NonResidential,47.5626,1,1.28,51.39,40265,Other,2009,SOUTHEAST,-122.29396,0,Pre-school/Daycare,75
NonResidential,47.56263,1,2.41,100.21,41521,Other,1948,SOUTHWEST,-122.38196,1,Other - Recreation,75
NonResidential,47.56268,1,5.23,119.76,22890,Refrigerated Warehouse,1970,GREATER DUWAMISH,-122.32364,1,Refrigerated Warehouse,75
NonResidential,47.56301,1,0.33,46.52,141686,Other,1970,GREATER DUWAMISH,-122.32564,1,Other,75
NonResidential,47.56318,1,3.98,125.59,31569,Warehouse,1962,GREATER DUWAMISH,-122.32889,1,Non-Refrigerated Warehouse,12
NonResidential,47.56319,1,0.94,37.65,40189,Other,1997,DELRIDGE,-122.35067,1,Other - Utility,75
NonResidential,47.56342,1,1.15,43.45,37816,Worship Facility,1923,SOUTHWEST,-122.38509,2,Worship Facility,60
NonResidential,47.56362,1,0.06,1.24,22509,Warehouse,1956,GREATER DUWAMISH,-122.32876,1,Non-Refrigerated Warehouse,57
NonResidential,47.56398,1,0.8,24.91,31332,Other,1920,SOUTHWEST,-122.38727,1,Other,75
NonResidential,47.56407,1,0.81,262.45,323916,Warehouse,1991,GREATER DUWAMISH,-122.32765,2,Non-Refrigerated Warehouse,92
NonResidential,47.56419,1,0.17,41.8,243044,Warehouse,1999,GREATER DUWAMISH,-122.34262,1,Non-Refrigerated Warehouse,100
NonResidential,47.56424,1,0.92,36.82,39984,Warehouse,1956,GREATER DUWAMISH,-122.32902,1,Non-Refrigerated Warehouse,75
NonResidential,47.56447,1,1.96,61.71,31521,Warehouse,1953,DELRIDGE,-122.35335,1,Non-Refrigerated Warehouse,6
NonResidential,47.56448,1,0.07,2.82,43380,Warehouse,1974,GREATER DUWAMISH,-122.32484,1,Non-Refrigerated Warehouse,89
NonResidential,47.56477,1,0.55,14.19,25577,Refrigerated Warehouse,1961,GREATER DUWAMISH,-122.32628,1,Refrigerated Warehouse,75
NonResidential,47.56487,1,3,65.65,21900,Self-Storage Facility,1952,GREATER DUWAMISH,-122.34181,1,Self-Storage Facility,75
NonResidential,47.56489,1,0.06,1.7,26680,Distribution Center,1955,GREATER DUWAMISH,-122.3409,1,Distribution Center,92
NonResidential,47.56501,1,0.5,17.65,35046,Warehouse,1974,GREATER DUWAMISH,-122.3248,1,Non-Refrigerated Warehouse,100
NonResidential,47.56504,1,1.79,89.29,49744,K-12 School,1965,SOUTHWEST,-122.38455,3,K-12 School,98
NonResidential,47.56514,1,1.41,50.76,36071,Retail Store,1968,SOUTHEAST,-122.28781,1,Retail Store,97
NonResidential,47.5653,1,2.87,454.49,158415,Retail Store,2005,GREATER DUWAMISH,-122.33076,1,Retail Store,25
NonResidential,47.56542,1,5.54,185.23,33462,K-12 School,1922,SOUTHWEST,-122.38502,2,K-12 School,76
NonResidential,47.56549,1,2.11,107.16,50832,Warehouse,1957,GREATER DUWAMISH,-122.33221,1,Non-Refrigerated Warehouse,63
NonResidential,47.56555,1,1.51,46.01,30496,Mixed Use Property,1947,GREATER DUWAMISH,-122.33362,1,Retail Store,75
NonResidential,47.56558,1,0.4,39.5,98480,Warehouse,1956,GREATER DUWAMISH,-122.32889,1,Non-Refrigerated Warehouse,65
NonResidential,47.5661,1,1.26,39.65,31360,Other,1946,GREATER DUWAMISH,-122.33358,2,Other - Entertainment/Public Assembly,75
NonResidential,47.56613,1,1.11,455.39,411584,Distribution Center,1986,GREATER DUWAMISH,-122.33838,1,Distribution Center,43
NonResidential,47.56626,1,0.04,0.89,23232,Warehouse,1972,GREATER DUWAMISH,-122.3244,1,Non-Refrigerated Warehouse,75
NonResidential,47.56633,1,2.05,43.8,21364,Worship Facility,1949,SOUTHWEST,-122.38725,2,Worship Facility,86
NonResidential,47.56637,1,1.37,142.36,104099,Refrigerated Warehouse,1953,GREATER DUWAMISH,-122.33273,1,Refrigerated Warehouse,75
